CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
1.3,985.0,-200.0,6.3,826.0,66.0,808.0,71.0,1544.0,621.0,35.3,28.5,1.6034
1.3,1004.0,-200.0,6.0,814.0,57.0,808.0,61.0,1520.0,602.0,36.3,28.3,1.6851
1.6,1030.0,-200.0,7.9,897.0,71.0,733.0,73.0,1592.0,668.0,35.3,29.4,1.6577
1.3,965.0,-200.0,5.8,802.0,51.0,821.0,54.0,1504.0,564.0,32.5,34.1,1.6453
1.4,987.0,-200.0,6.3,824.0,49.0,793.0,53.0,1541.0,581.0,29.1,42.1,1.6695
1.4,923.0,-200.0,6.0,811.0,59.0,804.0,69.0,1434.0,604.0,27.8,35.6,1.3116
1.3,872.0,-200.0,6.3,824.0,66.0,853.0,77.0,1346.0,590.0,27.0,30.0,1.0542
1.4,939.0,-200.0,6.8,849.0,72.0,804.0,83.0,1479.0,650.0,26.3,37.3,1.2555
1.5,954.0,-200.0,7.0,855.0,89.0,792.0,94.0,1474.0,745.0,25.2,40.8,1.2877
1.5,969.0,-200.0,7.0,857.0,75.0,753.0,84.0,1485.0,821.0,24.3,43.3,1.2973
0.9,882.0,-200.0,5.0,763.0,38.0,879.0,55.0,1388.0,656.0,23.3,45.3,1.2794
0.6,805.0,-200.0,2.8,637.0,24.0,1048.0,35.0,1276.0,520.0,24.1,44.0,1.3034
0.5,790.0,-200.0,2.1,590.0,-200.0,1122.0,-200.0,1257.0,493.0,23.8,44.8,1.3061
-200.0,779.0,-200.0,1.7,560.0,19.0,1189.0,31.0,1231.0,487.0,23.0,47.7,1.3232
0.5,842.0,-200.0,2.8,640.0,40.0,1070.0,45.0,1293.0,595.0,23.7,46.7,1.3501
1.0,-200.0,-200.0,-200.0,-200.0,63.0,-200.0,59.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.9,-200.0,-200.0,-200.0,-200.0,121.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.6,-200.0,-200.0,-200.0,-200.0,143.0,-200.0,90.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.7,-200.0,-200.0,-200.0,-200.0,104.0,-200.0,87.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.7,-200.0,-200.0,-200.0,-200.0,111.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.4,-200.0,-200.0,-200.0,-200.0,83.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.6,-200.0,-200.0,-200.0,-200.0,90.0,-200.0,77.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.3,-200.0,-200.0,-200.0,-200.0,82.0,-200.0,75.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.9,-200.0,-200.0,-200.0,-200.0,48.0,-200.0,52.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.4,-200.0,-200.0,-200.0,-200.0,89.0,-200.0,76.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,58.0,-200.0,60.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.2,-200.0,-200.0,-200.0,-200.0,129.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.9,-200.0,-200.0,-200.0,-200.0,103.0,-200.0,88.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.1,-200.0,-200.0,-200.0,-200.0,115.0,-200.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.7,-200.0,-200.0,-200.0,-200.0,108.0,-200.0,91.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,60.0,-200.0,68.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.1,-200.0,-200.0,-200.0,-200.0,68.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.7,-200.0,-200.0,-200.0,-200.0,36.0,-200.0,49.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.3,-200.0,-200.0,-200.0,-200.0,81.0,-200.0,71.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.3,-200.0,-200.0,-200.0,-200.0,91.0,-200.0,76.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.0,-200.0,-200.0,-200.0,-200.0,65.0,-200.0,67.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.7,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.6,-200.0,-200.0,-200.0,-200.0,46.0,-200.0,58.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.7,-200.0,-200.0,-200.0,-200.0,71.0,-200.0,53.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.1,-200.0,-200.0,-200.0,-200.0,92.0,-200.0,52.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.4,-200.0,-200.0,-200.0,-200.0,201.0,-200.0,68.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.4,-200.0,-200.0,-200.0,-200.0,169.0,-200.0,69.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.3,-200.0,-200.0,-200.0,-200.0,158.0,-200.0,83.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.2,-200.0,-200.0,-200.0,-200.0,147.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.8,-200.0,-200.0,-200.0,-200.0,119.0,-200.0,101.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.0,-200.0,-200.0,-200.0,-200.0,114.0,-200.0,104.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.5,-200.0,-200.0,-200.0,-200.0,92.0,-200.0,89.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.4,-200.0,-200.0,-200.0,-200.0,82.0,-200.0,88.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.5,-200.0,-200.0,-200.0,-200.0,85.0,-200.0,89.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.6,-200.0,-200.0,-200.0,-200.0,96.0,-200.0,92.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.9,-200.0,-200.0,-200.0,-200.0,104.0,-200.0,109.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.0,-200.0,-200.0,-200.0,-200.0,101.0,-200.0,107.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.3,-200.0,-200.0,-200.0,-200.0,128.0,-200.0,116.0,-200.0,-200.0,-200.0,-200.0,-200.0
2.4,-200.0,-200.0,-200.0,-200.0,147.0,-200.0,124.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.8,-200.0,-200.0,-200.0,-200.0,115.0,-200.0,112.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.7,-200.0,-200.0,-200.0,-200.0,97.0,-200.0,99.0,-200.0,-200.0,-200.0,-200.0,-200.0
1.2,-200.0,-200.0,-200.0,-200.0,74.0,-200.0,85.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.8,-200.0,-200.0,-200.0,-200.0,50.0,-200.0,69.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.7,-200.0,-200.0,-200.0,-200.0,41.0,-200.0,58.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.6,-200.0,-200.0,-200.0,-200.0,36.0,-200.0,49.0,-200.0,-200.0,-200.0,-200.0,-200.0
0.6,835.0,-200.0,3.8,699.0,-200.0,912.0,-200.0,1361.0,796.0,19.8,59.3,1.3505
0.6,792.0,-200.0,2.5,621.0,40.0,1015.0,56.0,1322.0,714.0,20.0,59.3,1.3681
0.4,749.0,-200.0,1.7,559.0,25.0,1145.0,33.0,1255.0,584.0,22.5,48.6,1.3077
0.5,803.0,-200.0,3.4,676.0,38.0,975.0,39.0,1303.0,676.0,19.5,57.0,1.2739
0.7,818.0,-200.0,4.3,726.0,38.0,921.0,43.0,1330.0,685.0,19.6,56.1,1.2651
1.2,932.0,-200.0,7.1,861.0,75.0,767.0,62.0,1483.0,894.0,20.7,53.3,1.287
1.7,977.0,-200.0,8.3,913.0,104.0,744.0,81.0,1512.0,977.0,24.7,41.8,1.2839
1.8,1011.0,-200.0,9.1,945.0,134.0,733.0,102.0,1570.0,1034.0,29.9,30.5,1.2616
1.5,975.0,-200.0,7.7,887.0,85.0,829.0,86.0,1478.0,737.0,32.3,27.2,1.2933
1.2,958.0,-200.0,7.2,867.0,30.0,828.0,37.0,1468.0,660.0,34.3,24.5,1.3021
1.1,903.0,-200.0,5.8,805.0,49.0,886.0,64.0,1361.0,581.0,33.4,22.5,1.1398
-200.0,854.0,-200.0,3.5,684.0,-200.0,1020.0,-200.0,1294.0,456.0,32.7,22.8,1.1069
-200.0,890.0,-200.0,4.7,749.0,-200.0,953.0,-200.0,1332.0,483.0,34.5,20.5,1.1028
-200.0,962.0,-200.0,6.7,845.0,-200.0,877.0,-200.0,1379.0,575.0,35.9,20.3,1.18
-200.0,1028.0,-200.0,8.9,934.0,-200.0,786.0,-200.0,1481.0,707.0,35.8,23.0,1.3323
-200.0,1031.0,-200.0,8.0,901.0,-200.0,775.0,-200.0,1502.0,628.0,33.5,29.0,1.4797
-200.0,1087.0,-200.0,9.0,938.0,-200.0,690.0,-200.0,1613.0,747.0,29.8,39.6,1.6324
-200.0,1029.0,-200.0,7.1,862.0,-200.0,727.0,-200.0,1539.0,733.0,27.9,43.1,1.6004
-200.0,1070.0,-200.0,8.8,932.0,-200.0,685.0,-200.0,1648.0,847.0,27.3,44.5,1.5885
-200.0,1059.0,-200.0,8.4,914.0,-200.0,697.0,-200.0,1617.0,895.0,26.0,47.6,1.5806
-200.0,1125.0,-200.0,9.3,952.0,-200.0,646.0,-200.0,1690.0,995.0,25.3,52.9,1.6765
-200.0,1062.0,-200.0,6.4,829.0,-200.0,714.0,-200.0,1592.0,846.0,24.5,56.3,1.7026
-200.0,1049.0,-200.0,6.9,853.0,-200.0,699.0,-200.0,1605.0,882.0,23.5,59.8,1.7141
-200.0,999.0,-200.0,7.3,871.0,-200.0,711.0,-200.0,1580.0,909.0,22.6,62.6,1.6945
-200.0,947.0,-200.0,5.9,808.0,-200.0,768.0,-200.0,1537.0,851.0,21.8,64.6,1.6721
-200.0,904.0,-200.0,4.8,753.0,-200.0,809.0,-200.0,1529.0,766.0,21.0,66.9,1.6454
-200.0,894.0,-200.0,3.5,681.0,-200.0,843.0,-200.0,1476.0,765.0,21.2,66.4,1.6468
-200.0,875.0,-200.0,3.0,654.0,-200.0,897.0,-200.0,1463.0,752.0,21.0,66.5,1.6344
-200.0,870.0,-200.0,2.8,637.0,-200.0,947.0,-200.0,1445.0,716.0,21.3,64.1,1.6043
-200.0,952.0,-200.0,4.8,756.0,-200.0,809.0,-200.0,1518.0,825.0,22.7,58.1,1.5856
-200.0,949.0,-200.0,3.9,705.0,-200.0,859.0,-200.0,1460.0,691.0,25.1,51.8,1.6304
-200.0,1028.0,-200.0,6.9,854.0,-200.0,776.0,-200.0,1561.0,761.0,29.5,39.0,1.5868
-200.0,1003.0,-200.0,6.8,849.0,-200.0,800.0,-200.0,1511.0,710.0,32.3,31.8,1.5128
-200.0,934.0,-200.0,5.0,763.0,-200.0,872.0,-200.0,1435.0,567.0,33.6,28.9,1.4792
-200.0,872.0,-200.0,4.0,710.0,-200.0,956.0,-200.0,1377.0,493.0,31.9,28.2,1.3116
-200.0,852.0,-200.0,3.5,684.0,-200.0,982.0,-200.0,1343.0,477.0,32.5,25.9,1.2437
-200.0,881.0,-200.0,4.1,715.0,-200.0,955.0,-200.0,1352.0,502.0,34.1,23.4,1.2307
-200.0,942.0,-200.0,5.4,783.0,-200.0,898.0,-200.0,1397.0,568.0,36.2,21.4,1.2664
-200.0,1038.0,-200.0,8.6,925.0,-200.0,746.0,-200.0,1534.0,714.0,35.6,22.6,1.2984
-200.0,1042.0,-200.0,8.8,932.0,-200.0,752.0,-200.0,1530.0,717.0,33.6,25.7,1.3101
-200.0,1181.0,-200.0,13.7,1107.0,-200.0,590.0,-200.0,1807.0,935.0,29.9,35.2,1.4603
-200.0,1116.0,-200.0,11.8,1044.0,-200.0,613.0,-200.0,1694.0,954.0,28.3,39.2,1.4826
-200.0,1062.0,-200.0,8.6,923.0,-200.0,697.0,-200.0,1602.0,839.0,27.0,43.0,1.5118
-200.0,1085.0,-200.0,9.2,948.0,-200.0,680.0,-200.0,1635.0,880.0,26.2,46.8,1.5669
-200.0,1161.0,-200.0,12.2,1057.0,-200.0,613.0,-200.0,1764.0,1026.0,25.1,51.5,1.621
-200.0,1053.0,-200.0,7.8,891.0,-200.0,690.0,-200.0,1589.0,898.0,24.1,55.3,1.6363
-200.0,956.0,-200.0,4.5,740.0,-200.0,831.0,-200.0,1474.0,717.0,23.8,57.8,1.677
-200.0,859.0,-200.0,2.9,646.0,-200.0,951.0,-200.0,1376.0,607.0,23.7,56.2,1.6255
-200.0,813.0,-200.0,1.8,566.0,-200.0,1123.0,-200.0,1328.0,501.0,24.8,52.2,1.6086
-200.0,815.0,-200.0,1.7,565.0,-200.0,1127.0,-200.0,1350.0,541.0,22.9,59.4,1.6353
-200.0,902.0,-200.0,3.9,706.0,-200.0,877.0,-200.0,1463.0,708.0,22.0,62.3,1.6266
-200.0,1017.0,-200.0,7.6,885.0,-200.0,726.0,-200.0,1609.0,884.0,21.5,64.0,1.6256
-200.0,1336.0,-200.0,23.3,1385.0,-200.0,477.0,-200.0,2133.0,1357.0,22.6,60.3,1.6287
-200.0,1393.0,-200.0,30.7,1567.0,-200.0,416.0,-200.0,2381.0,1562.0,23.8,56.5,1.64
-200.0,1271.0,-200.0,20.4,1308.0,-200.0,517.0,-200.0,2007.0,1411.0,25.7,50.6,1.6475
-200.0,1169.0,-200.0,13.7,1107.0,-200.0,607.0,-200.0,1818.0,1175.0,27.8,45.4,1.6751
-200.0,1143.0,-200.0,11.8,1043.0,-200.0,643.0,-200.0,1747.0,1079.0,29.9,39.6,1.6397
-200.0,1084.0,-200.0,10.1,980.0,-200.0,679.0,-200.0,1653.0,923.0,31.6,34.7,1.589
-200.0,1051.0,-200.0,9.3,950.0,-200.0,715.0,-200.0,1644.0,748.0,31.5,34.4,1.5665
-200.0,1020.0,-200.0,7.6,882.0,-200.0,765.0,-200.0,1553.0,635.0,31.2,35.0,1.5669
-200.0,1111.0,-200.0,13.1,1088.0,-200.0,635.0,-200.0,1719.0,884.0,33.0,31.4,1.5583
-200.0,1125.0,-200.0,12.2,1056.0,-200.0,645.0,-200.0,1716.0,929.0,33.8,29.2,1.5143
-200.0,1099.0,-200.0,11.9,1048.0,-200.0,657.0,-200.0,1711.0,779.0,33.0,29.5,1.4613
-200.0,1132.0,-200.0,14.1,1121.0,-200.0,611.0,-200.0,1757.0,906.0,32.3,30.2,1.4347
-200.0,1077.0,-200.0,11.3,1025.0,-200.0,629.0,-200.0,1677.0,772.0,28.4,38.4,1.4616
-200.0,1076.0,-200.0,10.3,988.0,-200.0,648.0,-200.0,1649.0,883.0,26.9,43.2,1.5052
-200.0,1070.0,-200.0,10.8,1008.0,-200.0,656.0,-200.0,1649.0,963.0,26.0,43.6,1.4407
-200.0,1052.0,-200.0,9.4,956.0,-200.0,675.0,-200.0,1581.0,987.0,25.0,47.6,1.4872
-200.0,988.0,-200.0,7.1,862.0,-200.0,736.0,-200.0,1539.0,893.0,24.6,50.9,1.5508
-200.0,926.0,-200.0,5.1,769.0,-200.0,836.0,-200.0,1467.0,801.0,24.0,55.6,1.6381
-200.0,925.0,-200.0,4.7,749.0,-200.0,826.0,-200.0,1482.0,739.0,23.5,58.3,1.6672
-200.0,869.0,-200.0,2.9,648.0,-200.0,953.0,-200.0,1401.0,644.0,22.7,60.8,1.6519
-200.0,832.0,-200.0,2.1,593.0,-200.0,1049.0,-200.0,1347.0,558.0,24.1,55.5,1.6481
-200.0,854.0,-200.0,2.9,645.0,-200.0,954.0,-200.0,1399.0,602.0,22.5,60.9,1.6424
-200.0,913.0,-200.0,4.3,726.0,-200.0,861.0,-200.0,1487.0,737.0,22.0,64.5,1.6847
-200.0,976.0,-200.0,6.6,840.0,-200.0,756.0,-200.0,1555.0,885.0,22.3,62.9,1.6754
-200.0,1309.0,-200.0,21.0,1323.0,-200.0,505.0,-200.0,2098.0,1360.0,23.1,60.0,1.6711
-200.0,1333.0,-200.0,26.2,1460.0,-200.0,443.0,-200.0,2231.0,1455.0,24.7,55.1,1.6872
-200.0,1209.0,-200.0,16.1,1182.0,-200.0,546.0,-200.0,1911.0,1255.0,27.7,46.1,1.6852
-200.0,1180.0,-200.0,15.3,1157.0,-200.0,568.0,-200.0,1874.0,1202.0,29.8,38.8,1.6029
-200.0,1204.0,-200.0,16.5,1196.0,-200.0,552.0,-200.0,1884.0,1250.0,31.5,32.6,1.478
-200.0,1143.0,-200.0,14.1,1119.0,-200.0,610.0,-200.0,1770.0,1103.0,31.8,30.5,1.4083
-200.0,1120.0,-200.0,12.2,1058.0,-200.0,626.0,-200.0,1716.0,1049.0,31.4,31.8,1.441
2.9,1030.0,-200.0,8.9,935.0,-200.0,726.0,-200.0,1583.0,791.0,32.5,28.7,1.3796
1.9,1058.0,-200.0,11.0,1016.0,209.0,673.0,101.0,1625.0,832.0,33.8,25.8,1.3338
1.4,1040.0,-200.0,7.6,882.0,132.0,756.0,71.0,1560.0,635.0,34.5,28.6,1.5393
2.0,1093.0,-200.0,10.1,981.0,166.0,666.0,82.0,1676.0,733.0,32.7,33.0,1.5987
2.7,1184.0,-200.0,14.1,1119.0,243.0,594.0,104.0,1806.0,912.0,31.4,35.4,1.5972
2.8,1180.0,-200.0,14.1,1121.0,247.0,568.0,105.0,1816.0,947.0,27.7,43.5,1.592
2.0,1079.0,-200.0,10.3,988.0,165.0,633.0,87.0,1694.0,899.0,26.2,47.8,1.5979
2.1,1095.0,-200.0,11.5,1032.0,187.0,621.0,98.0,1730.0,984.0,25.7,48.7,1.5825
2.0,1073.0,-200.0,10.9,1009.0,206.0,639.0,105.0,1655.0,955.0,25.2,50.1,1.58
1.8,1063.0,-200.0,10.4,991.0,200.0,655.0,104.0,1672.0,966.0,24.4,53.4,1.6031
1.9,1046.0,-200.0,9.5,960.0,189.0,671.0,96.0,1637.0,899.0,23.7,55.4,1.6031
1.3,953.0,-200.0,7.0,858.0,136.0,742.0,79.0,1544.0,780.0,22.8,58.5,1.5992
0.7,864.0,-200.0,3.3,673.0,83.0,947.0,61.0,1412.0,636.0,22.8,58.5,1.5985
0.5,829.0,-200.0,2.6,628.0,-200.0,994.0,-200.0,1378.0,577.0,22.3,59.7,1.5889
0.5,838.0,-200.0,2.8,639.0,72.0,963.0,48.0,1391.0,596.0,20.8,64.9,1.571
0.6,913.0,-200.0,4.3,728.0,121.0,802.0,63.0,1418.0,887.0,19.7,66.8,1.5184
1.3,1039.0,-200.0,8.5,921.0,268.0,687.0,92.0,1556.0,1115.0,19.8,64.3,1.4678
3.6,1252.0,-200.0,20.9,1320.0,451.0,499.0,99.0,2001.0,1374.0,20.6,62.3,1.4915
4.9,1410.0,-200.0,35.2,1669.0,458.0,393.0,117.0,2555.0,1644.0,23.2,54.0,1.5143
3.9,1217.0,-200.0,18.7,1261.0,487.0,533.0,142.0,1941.0,1375.0,26.3,43.1,1.4542
2.2,1114.0,-200.0,12.8,1077.0,319.0,633.0,121.0,1705.0,1199.0,29.1,35.4,1.4008
1.9,1026.0,-200.0,11.2,1020.0,269.0,689.0,122.0,1603.0,992.0,30.0,31.6,1.3176
2.2,1051.0,-200.0,13.3,1094.0,224.0,646.0,108.0,1675.0,966.0,32.4,26.3,1.2594
2.0,1027.0,-200.0,11.3,1024.0,162.0,700.0,80.0,1588.0,814.0,31.3,29.1,1.3054
1.7,996.0,-200.0,10.4,992.0,189.0,722.0,93.0,1580.0,727.0,31.1,28.6,1.2718
2.0,1028.0,-200.0,12.3,1060.0,213.0,686.0,108.0,1601.0,806.0,33.3,24.4,1.232
2.1,1030.0,-200.0,12.3,1060.0,245.0,705.0,118.0,1588.0,852.0,35.5,21.2,1.2022
3.2,1133.0,-200.0,19.4,1280.0,341.0,595.0,149.0,1791.0,1093.0,34.6,22.0,1.189
4.0,1180.0,-200.0,21.5,1339.0,382.0,567.0,171.0,1868.0,1211.0,33.3,23.6,1.1842
4.4,1261.0,-200.0,25.7,1446.0,358.0,528.0,154.0,2061.0,1346.0,30.0,28.5,1.1896
3.0,1093.0,-200.0,14.5,1133.0,288.0,599.0,122.0,1708.0,1200.0,28.0,33.0,1.2264
2.2,1068.0,-200.0,11.4,1029.0,252.0,650.0,126.0,1612.0,1192.0,27.2,37.4,1.3279
1.7,1031.0,-200.0,9.5,958.0,201.0,700.0,121.0,1560.0,1074.0,26.6,39.9,1.3657
1.9,1055.0,-200.0,11.6,1037.0,225.0,635.0,125.0,1632.0,1161.0,25.3,41.7,1.3247
2.0,1060.0,-200.0,11.4,1029.0,242.0,622.0,126.0,1663.0,1210.0,24.3,44.7,1.3432
1.5,962.0,-200.0,7.5,880.0,167.0,726.0,96.0,1484.0,1050.0,24.4,45.6,1.3779
0.8,874.0,-200.0,5.3,776.0,99.0,846.0,73.0,1416.0,873.0,23.1,49.9,1.3891
0.6,832.0,-200.0,3.1,661.0,-200.0,977.0,-200.0,1312.0,766.0,22.7,51.3,1.3977
0.6,834.0,-200.0,4.0,709.0,87.0,907.0,65.0,1348.0,835.0,21.8,54.1,1.4004
0.7,865.0,-200.0,4.6,745.0,164.0,866.0,90.0,1394.0,901.0,21.0,56.9,1.3999
0.8,903.0,-200.0,5.8,803.0,87.0,819.0,58.0,1471.0,853.0,21.8,55.5,1.4323
2.9,1236.0,-200.0,20.0,1297.0,93.0,542.0,27.0,1997.0,1321.0,21.6,57.2,1.4607
5.2,1464.0,-200.0,30.0,1552.0,417.0,419.0,67.0,2366.0,1738.0,22.8,54.2,1.4886
3.3,1258.0,-200.0,18.7,1261.0,406.0,514.0,96.0,1940.0,1603.0,26.2,45.0,1.5098
-200.0,1203.0,-200.0,15.8,1174.0,-200.0,577.0,-200.0,1824.0,1426.0,30.8,34.8,1.5165
-200.0,1156.0,-200.0,14.3,1127.0,-200.0,616.0,-200.0,1767.0,1295.0,34.1,28.8,1.5105
-200.0,1106.0,-200.0,14.4,1130.0,-200.0,623.0,-200.0,1726.0,1093.0,35.9,24.7,1.437
-200.0,1008.0,-200.0,11.6,1037.0,-200.0,697.0,-200.0,1587.0,803.0,33.7,25.1,1.2915
-200.0,1011.0,-200.0,11.1,1017.0,-200.0,704.0,-200.0,1569.0,738.0,34.4,24.0,1.279
-200.0,1049.0,-200.0,13.5,1100.0,-200.0,667.0,-200.0,1635.0,870.0,36.4,20.3,1.214
-200.0,1053.0,-200.0,13.7,1108.0,-200.0,694.0,-200.0,1570.0,873.0,38.7,17.3,1.1729
-200.0,1088.0,-200.0,15.3,1159.0,-200.0,666.0,-200.0,1626.0,889.0,37.2,18.9,1.1774
-200.0,1248.0,-200.0,26.0,1454.0,-200.0,550.0,-200.0,1917.0,1599.0,36.1,20.0,1.1767
-200.0,1374.0,-200.0,28.6,1517.0,-200.0,490.0,-200.0,2069.0,1704.0,32.8,29.4,1.4344
-200.0,1213.0,-200.0,17.0,1210.0,-200.0,572.0,-200.0,1809.0,1424.0,30.0,35.9,1.4958
-200.0,1108.0,-200.0,12.0,1051.0,-200.0,640.0,-200.0,1616.0,1199.0,28.7,38.2,1.4794
-200.0,1071.0,-200.0,10.1,982.0,-200.0,649.0,-200.0,1557.0,1099.0,28.1,40.4,1.512
-200.0,1044.0,-200.0,9.7,967.0,-200.0,672.0,-200.0,1540.0,1133.0,27.4,41.4,1.4877
-200.0,1045.0,-200.0,9.6,964.0,-200.0,666.0,-200.0,1554.0,1140.0,26.4,44.0,1.4919
-200.0,1004.0,-200.0,8.5,921.0,-200.0,699.0,-200.0,1495.0,1092.0,24.9,47.9,1.4855
-200.0,944.0,-200.0,5.7,796.0,-200.0,784.0,-200.0,1407.0,1021.0,24.0,50.3,1.476
-200.0,868.0,-200.0,3.1,657.0,-200.0,921.0,-200.0,1356.0,764.0,25.2,47.9,1.5129
-200.0,850.0,-200.0,2.7,632.0,-200.0,954.0,-200.0,1316.0,803.0,24.2,50.6,1.5011
-200.0,873.0,-200.0,3.3,668.0,-200.0,911.0,-200.0,1354.0,744.0,23.1,55.0,1.5357
